N,P,K,temperature,humidity,ph,rainfall,crop
32.756,42.4707,51.3681,28.1891,56.6171,6.1467,66.0207,grapes
124.3664,51.0593,87.8179,26.8984,84.6652,6.1369,101.8983,bell_pepper
66.1708,41.4472,68.7172,21.7419,53.2706,6.4111,91.1251,cherry
80.6693,42.6672,38.3155,24.2505,72.5291,6.4081,116.5275,maize
89.2234,55.4223,104.8312,19.4167,53.655,6.7018,70.6381,cherry
90.4354,36.8858,82.1352,21.9807,61.3624,6.4595,65.8271,cherry
136.4571,57.3416,47.5115,33.4182,87.8287,6.1298,85.6853,bell_pepper
53.1963,36.1667,45.4459,28.8069,67.8514,6.6524,101.8318,maize
16.9072,47.1713,53.1538,26.0006,43.6999,6.2114,108.9972,grapes
32.9113,65.2932,59.0368,22.0212,56.2204,5.5717,58.8921,grapes
37.5396,145.0,157.1403,19.133,80.8454,6.2899,69.8538,apple
5.9525,52.8477,69.8707,26.8016,51.3549,6.125,35.7608,grapes
43.9461,48.8928,65.7334,21.7897,60.5043,6.2635,43.5164,cherry
104.1745,41.3271,96.1015,23.7313,63.4272,6.1675,84.0741,peach
84.4041,70.1477,88.923,25.0201,47.2183,5.8648,84.8968,peach
102.7842,43.1384,107.8093,16.4374,67.607,6.411,137.8847,potato
60.3317,60.7493,85.0608,18.1111,68.028,5.9056,71.0903,strawberry
137.8109,77.9401,91.1313,21.7772,63.8518,6.7105,93.0059,bell_pepper
120.7169,72.7604,111.7194,15.5641,66.6533,5.4099,80.5503,potato
133.4105,40.2572,75.4651,28.8465,88.6352,6.2097,92.958,bell_pepper
55.794,55.7775,76.9805,23.5551,70.1216,6.0954,68.5883,cherry
78.2819,43.6538,57.1974,25.8203,85.2795,6.4891,91.7032,maize
94.3863,59.6945,33.232,21.3288,69.1013,6.3212,38.4074,maize
20.9346,47.9222,52.759,24.4084,47.6866,5.7241,78.9085,grapes
20.936,30.6108,69.708,13.9364,53.9118,6.4271,13.768,grapes
8.3911,61.2634,64.1247,30.8065,51.033,6.0668,75.8307,grapes
140.0,39.6485,43.0749,19.5004,66.1026,6.0978,88.4563,maize
86.2372,39.4913,99.3538,22.3435,53.9831,5.6466,44.8816,peach
14.8488,137.8096,132.513,15.8291,70.0446,5.6539,105.7587,apple
94.4627,32.5181,71.6802,12.6466,54.6952,5.7791,72.8172,cherry
31.3229,62.2288,52.1527,27.3026,56.3024,6.7799,113.4749,grapes
51.1533,29.8959,85.44,16.2726,82.9709,5.6702,93.5369,strawberry
15.3555,122.7473,142.048,17.2872,79.6166,6.3226,133.8202,apple
90.4282,63.819,100.0058,20.4641,74.2356,6.4035,103.6183,strawberry
6.6962,45.4234,61.1157,20.6035,58.7422,6.1208,29.8382,grapes
111.394,42.1635,148.3942,16.1967,66.8362,5.7904,134.5016,potato
70.9441,51.7327,43.4967,19.5092,95.2607,5.6617,108.7797,strawberry
91.3931,50.5143,78.9676,12.9376,74.0787,7.0934,107.245,cherry
60.6493,27.2115,30.8526,21.8144,50.3558,6.1211,32.7157,maize
140.0,66.1517,103.3677,20.7547,72.7107,6.9651,83.5824,tomato
72.2281,62.6176,84.5509,18.7383,48.5588,6.0934,92.6198,peach
101.0828,45.8683,63.3254,15.176,67.3967,5.8186,118.6262,potato
117.3216,76.8132,65.8766,19.0098,59.2169,7.1454,58.3217,tomato
105.3976,37.0987,71.5283,20.2678,63.8879,5.68,89.6056,peach
97.417,44.9951,75.8377,24.7569,45.8443,6.277,106.7876,peach
120.2504,58.3608,96.5037,20.4633,69.9403,6.5489,85.5251,bell_pepper
17.4836,44.8356,91.3928,23.5763,56.6321,6.5559,103.0236,peach
4.2559,46.3906,57.299,19.6682,60.3557,6.7695,122.8306,grapes
130.8121,16.8897,82.2595,29.2202,79.2626,5.846,104.1822,tomato
40.7135,44.7705,52.5658,21.889,70.6876,5.7823,87.0045,grapes
96.6875,51.2163,45.1132,20.6566,67.3086,6.496,52.6125,peach
106.483,54.2576,75.7926,23.7579,80.9472,6.3712,75.6471,bell_pepper
58.5844,65.8893,46.0715,22.8727,56.2086,6.1909,64.5298,maize
4.4365,114.9331,154.3919,18.5154,53.8474,6.4098,166.0436,apple
61.0395,31.9055,34.2746,20.8012,72.0203,6.5229,143.257,maize
83.403,41.7869,84.6421,19.3917,74.3034,6.0633,144.0384,strawberry
115.3269,78.0034,90.1668,26.2306,77.2043,5.5935,79.43,bell_pepper
86.1595,50.428,41.1739,23.803,70.6658,6.159,71.125,maize
35.4308,44.2094,62.2859,20.5655,57.9272,6.4944,97.0551,grapes
97.9293,55.3244,81.1933,26.8944,61.4654,6.7226,99.5464,tomato
47.3796,46.9751,28.2018,28.4208,66.5845,6.0451,80.3105,maize
100.8972,31.7766,49.8612,23.7729,55.0651,5.6296,98.1575,maize
88.896,55.6071,86.7681,21.4866,69.8378,6.6962,63.7657,peach
20.9951,54.0437,47.278,27.4109,47.6697,6.1291,45.9825,grapes
50.6343,51.5032,91.151,28.6018,70.3755,5.6107,80.9316,tomato
37.5385,50.5634,52.5236,24.1058,52.4059,6.9548,78.5807,grapes
118.901,35.1794,100.7119,15.2219,87.2949,5.3002,135.6235,potato
10.7877,115.0819,154.3181,19.8864,70.9552,6.454,78.6098,apple
64.343,66.6436,108.6144,22.8269,78.9453,6.2736,98.8263,tomato
140.0,48.0628,78.1555,23.2823,49.5555,5.8452,70.9147,bell_pepper
18.965,57.4608,75.1538,22.1092,45.9225,6.2976,42.817,grapes
101.5344,32.9171,107.1362,17.7041,87.7754,5.7377,87.4925,potato
76.4471,42.3815,62.9827,20.3581,63.2958,6.7659,122.8425,cherry
86.32,48.0265,39.2174,22.7318,65.5927,6.4397,68.4907,maize
46.7094,47.7095,26.7857,28.7021,66.3302,6.0551,81.7091,maize
97.0075,39.562,79.0399,16.3405,79.9579,5.189,105.1762,potato
128.7702,56.6402,114.3474,22.479,62.5755,5.9356,106.7137,tomato
110.8662,44.281,139.5113,20.7777,63.6547,6.1427,76.2859,potato
95.8744,37.8073,76.9962,18.433,66.641,6.6613,109.5577,cherry
18.724,145.0,151.359,15.3652,55.9301,6.4968,108.1985,apple
79.0764,70.2471,109.9122,19.8409,68.7963,5.2186,115.9564,potato
77.9662,54.691,73.5802,25.3969,64.4739,5.6345,103.6036,tomato
18.3111,122.8759,139.6513,19.9708,72.3743,6.2169,117.1207,apple
58.5651,67.8074,59.7925,16.4083,58.1073,6.76,116.2071,cherry
74.7288,68.9069,67.0677,14.5795,61.8039,7.3465,65.5757,peach
5.8981,31.4016,31.1803,27.5705,64.5969,6.1757,24.5912,grapes
47.2417,121.1622,140.269,17.7338,74.3722,6.1387,132.388,apple
87.3994,51.8281,70.5229,22.8031,43.3843,6.927,85.8291,peach
109.4323,81.6913,56.9078,21.8084,67.2382,5.1922,102.6264,tomato
62.8923,34.9764,81.4781,18.4459,84.6296,6.1679,108.3938,strawberry
4.2205,135.1024,137.5857,19.4099,70.0775,6.3973,106.6975,apple
81.6741,30.6384,95.8487,29.4938,63.2466,6.021,74.121,peach
89.9444,20.9715,94.9033,19.8947,64.5533,6.4578,67.6334,cherry
44.8162,55.2962,67.1371,25.7138,55.0984,6.4855,61.0053,maize
4.7575,48.7701,54.6179,23.894,59.2227,5.5932,30.6383,grapes
99.6921,27.2748,108.591,22.6352,48.7439,5.8442,80.0521,bell_pepper
108.0269,52.2159,95.9599,19.7043,65.9498,6.1428,120.7502,bell_pepper
90.6217,54.0864,112.994,16.8227,73.7491,5.9565,134.6608,potato
129.5295,86.7496,95.7009,17.2966,68.7274,6.1672,104.6932,potato
104.4839,34.9357,78.2449,21.7627,40.0492,6.0827,99.283,peach
85.8734,58.5681,51.0905,25.8994,58.7513,6.3826,93.1694,maize
96.1728,54.3345,34.2602,24.4006,84.8659,6.4003,81.0131,maize
115.1143,51.4624,73.295,26.3276,66.3003,6.0382,71.1698,tomato
124.4395,55.9109,70.1857,23.2273,70.6702,7.0213,127.4371,bell_pepper
121.6076,78.0812,58.2207,21.7996,46.6665,6.0299,95.5128,tomato
72.5318,56.2084,19.2174,25.371,78.9754,6.9862,117.4036,maize
79.9074,61.1399,93.196,24.1554,60.9499,6.4043,74.8757,peach
38.7809,36.3653,61.795,29.7472,58.7495,5.9196,76.2101,grapes
46.1022,46.3759,53.9957,24.442,54.5281,6.7203,48.4474,grapes
115.0368,46.4387,126.7322,20.3824,65.4975,4.99,118.0832,potato
106.8231,46.3921,103.7505,17.3881,63.7349,5.8916,87.4831,potato
49.3667,45.789,101.258,19.1289,64.325,5.7187,94.6997,strawberry
52.5879,58.9886,87.6781,17.4041,56.0907,5.3916,103.2465,cherry
115.3375,53.1721,109.524,19.9815,88.6233,6.1632,102.0526,potato
23.2879,110.3095,167.2878,17.9121,84.3469,5.8271,142.9269,apple
76.7692,63.7057,124.3426,22.9097,67.1733,6.5439,118.2214,tomato
77.5918,50.8878,78.2224,21.6813,73.8734,6.3939,104.2146,strawberry
96.9899,54.1844,90.9169,18.9666,61.1547,5.0815,96.594,potato
94.3333,58.4002,79.4763,28.7043,56.3259,5.7141,90.7993,bell_pepper
54.4368,70.8356,129.5085,20.771,71.6221,5.4849,77.9856,potato
66.2,54.9844,60.8435,23.8797,73.045,6.6722,111.9998,cherry
23.9629,108.6065,158.9057,14.0528,81.7768,5.9835,70.1815,apple
68.5582,35.6187,81.5839,18.9237,78.7512,6.0573,74.4406,strawberry
53.2124,79.3214,106.8983,17.9856,68.6774,6.2812,88.1439,potato
101.0809,26.641,41.0017,22.8011,63.7088,6.2081,111.3925,maize
59.2983,39.7676,41.3767,25.0776,67.7211,6.8855,146.2336,maize
101.1213,81.992,116.1553,21.1274,75.4516,6.483,85.2744,tomato
86.0896,37.2774,74.6623,23.3938,60.9294,6.436,82.2402,peach
66.8014,85.1579,97.2829,20.845,62.2417,6.1407,162.1517,tomato
99.6131,51.2795,90.1545,20.3414,63.9586,7.3119,74.1742,bell_pepper
96.1725,33.2401,128.1097,24.7393,81.5252,6.2634,113.3449,tomato
88.4297,61.3472,137.2305,15.1055,72.5632,5.9629,140.7027,potato
86.5054,77.1178,108.2164,14.6196,51.82,6.5793,126.3528,tomato
60.348,46.8016,93.588,15.1697,69.0212,5.6941,71.1532,strawberry
88.1506,73.8414,112.4992,22.7047,69.2561,5.7818,55.1363,bell_pepper
86.6196,63.1822,92.901,26.3938,76.356,5.8715,97.5748,tomato
106.7048,16.7218,90.6422,27.1537,55.1187,6.3731,87.4768,tomato
91.96,38.6551,77.4888,16.2774,65.7182,6.1039,92.8778,peach
87.415,48.7372,105.5594,14.8336,54.8104,5.7154,94.5898,potato
19.0041,41.9981,57.4196,21.9823,60.0538,6.1573,14.5764,grapes
39.2902,141.871,149.2045,18.81,78.2753,5.9616,121.6266,apple
67.9386,55.558,43.2355,19.8122,63.5352,5.7818,102.1707,maize
78.452,57.829,81.9789,24.6013,52.984,6.5737,43.2879,peach
104.4548,33.1334,90.8708,25.4743,69.3044,6.4963,91.8172,peach
109.5978,57.8424,86.9602,19.4483,43.2554,6.4718,74.131,cherry
75.7746,46.4222,109.4357,18.7151,74.1473,5.9773,109.1827,potato
23.2655,111.9698,132.4638,14.1499,54.0473,6.262,129.8485,apple
4.9704,66.0555,56.9359,19.5751,59.7682,6.3615,61.2242,grapes
105.5636,43.3577,104.4464,22.8249,66.6398,5.948,75.0306,tomato
10.6612,116.4994,149.9077,20.3406,74.4342,5.6732,140.5428,apple
16.8114,120.918,148.601,20.89,65.3616,6.0569,128.4859,apple
5.8942,114.0133,157.7528,20.2028,75.3253,6.0445,106.1039,apple
116.246,40.7422,97.7516,17.2003,63.2362,6.5006,58.4285,peach
84.5305,58.4759,40.4204,29.3417,63.8638,6.3273,101.6914,maize
80.1919,73.8041,95.8533,19.5326,76.2678,6.8871,51.7164,cherry
118.1298,57.4055,68.9563,29.4095,66.1233,6.4831,116.4633,bell_pepper
102.536,38.8086,63.8989,16.1043,54.9094,6.3271,83.5534,cherry
39.5898,66.1146,51.4178,19.5568,63.4318,6.6861,93.5667,grapes
92.3458,74.9889,83.7799,20.6592,62.148,5.194,61.3366,potato
90.6198,51.8965,75.4847,25.5005,55.6338,6.6378,85.7527,peach
62.0524,82.0205,113.5019,23.7355,63.896,6.2265,98.8607,tomato
124.0128,38.2722,119.4778,16.6551,66.2043,6.244,120.0449,potato
50.9896,49.4554,76.0679,22.0438,84.5693,6.1539,69.511,strawberry
11.6014,33.5958,39.0163,25.6773,65.8833,6.5176,51.2428,grapes
4.8759,52.4405,33.1477,22.8585,40.0084,6.4892,47.0251,grapes
53.803,113.6762,152.9877,22.3145,76.0939,5.6004,85.2584,apple
88.8674,47.1516,103.7946,18.4556,65.0154,5.9641,130.3826,potato
125.9121,44.3658,99.4023,16.5343,84.9405,6.1508,127.2367,potato
122.6686,30.7642,114.1736,14.9243,74.4422,5.3669,81.4198,potato
120.8168,60.5543,71.3283,29.3451,66.4944,5.3816,26.8127,bell_pepper
93.3207,75.6034,115.1885,26.4333,85.4858,6.0978,80.6348,tomato
70.2008,39.2334,26.0116,25.164,57.6243,5.9338,81.5855,peach
129.6396,42.9508,89.1057,30.2416,58.6442,6.3406,103.3869,tomato
84.6105,56.0799,68.1592,14.5674,76.1459,6.3213,40.6228,strawberry
70.9255,46.0394,93.3002,19.4579,48.8635,6.4198,110.8143,strawberry
70.8001,56.3455,105.2309,20.9516,73.0981,5.1001,118.6797,potato
16.2726,139.6226,163.4348,20.4564,62.4187,6.0146,103.1138,apple
84.1686,54.1492,108.1553,14.4288,61.1644,7.1867,76.1568,cherry
61.5158,145.0,158.9089,21.7992,74.0958,5.8097,173.3496,apple
68.8522,86.2775,83.1557,31.9259,67.8952,6.214,114.7998,bell_pepper
140.0,52.1888,46.9112,26.1588,55.4791,6.238,87.1361,maize
59.0967,43.0036,74.1206,17.6982,84.382,6.5638,111.2065,strawberry
83.8539,56.9528,91.9858,19.9664,79.5803,5.4909,83.7432,potato
109.1095,48.9293,137.0648,14.2454,57.7062,5.9001,95.4029,potato
112.4956,37.964,117.2205,15.9086,66.6672,5.7569,49.7416,potato
51.7275,53.754,128.6075,23.0332,82.4483,6.3147,46.1213,strawberry
74.8469,62.9881,121.6251,17.6995,78.2498,5.6348,119.7242,strawberry
19.9987,137.4552,154.3178,17.5727,69.7205,6.029,131.9867,apple
77.8238,47.4288,87.2369,22.7996,70.3374,6.0506,102.2737,potato
90.2002,50.9462,43.323,27.8703,59.4788,6.332,51.1188,maize
109.509,71.2317,52.3546,25.3759,59.8167,5.8415,116.5055,bell_pepper
63.8908,34.3162,77.0839,21.6362,69.9416,5.3275,90.3684,potato
92.216,59.8428,83.4602,17.1198,59.083,6.4946,87.0301,cherry
98.9197,50.3488,101.0884,21.8203,71.1923,6.1906,59.921,peach
45.9519,33.6721,71.9862,18.8803,64.3307,5.8103,91.7026,strawberry
93.0483,52.0845,76.974,16.5028,68.2108,6.4999,101.0675,cherry
97.3761,59.366,98.7535,25.9196,62.8157,6.7749,42.68,peach
134.0907,52.1504,66.1734,29.814,65.98,6.8744,48.6949,bell_pepper
31.4173,72.6225,59.5387,22.5968,49.4929,6.2291,40.1241,grapes
48.1031,72.7727,95.4041,19.5183,61.1482,6.8528,70.9676,peach
68.9418,60.2192,127.9388,25.6286,65.8319,5.9645,64.5952,bell_pepper
82.7192,27.4656,121.8401,20.1492,74.9287,5.4567,113.4867,potato
39.186,115.7592,151.783,19.3522,75.2925,6.1309,136.4563,apple
41.7522,56.5784,93.2166,16.1037,75.1432,6.3737,134.4761,strawberry
81.9981,26.8643,68.3884,17.8423,62.2825,6.523,87.536,cherry
46.8079,48.3454,62.455,22.4826,49.5652,6.5622,80.7303,grapes
52.874,35.512,54.7139,22.5684,82.0801,6.3021,116.5756,strawberry
120.2601,58.3718,76.2047,29.332,82.8882,6.2851,115.6437,bell_pepper
69.0944,59.8471,76.0297,17.9954,67.244,6.4418,105.6018,cherry
105.2253,38.1728,34.1014,19.9524,72.0258,6.6901,58.8695,cherry
64.4484,70.0999,33.9069,18.4132,48.3625,5.7196,75.578,peach
86.1065,51.6111,104.6559,22.8798,79.6167,5.5549,96.3235,strawberry
95.9654,37.0213,72.9499,18.2416,78.6542,6.0358,92.5795,cherry
122.0192,51.4336,47.4358,20.0697,65.6777,6.607,94.724,maize
69.4679,19.6351,115.3929,23.105,75.196,5.9655,81.9114,strawberry
106.4711,33.1092,141.9747,17.5583,62.3718,5.5769,131.1185,potato
130.0385,66.5284,93.2208,23.2404,65.3963,5.7459,109.2429,tomato
85.155,63.7624,124.9964,17.3755,71.1031,5.7183,127.5696,potato
76.665,27.7545,101.539,28.3441,67.7226,5.902,164.8485,tomato
75.7596,64.7355,88.2086,24.1138,72.1884,5.8838,93.3485,potato
61.576,56.4047,68.6879,18.2741,68.0964,6.061,101.4846,cherry
67.1182,49.1902,87.6166,17.1865,77.6326,5.9607,50.0593,cherry
100.9373,30.8145,84.2735,19.0404,77.4358,6.1225,118.641,potato
101.0762,47.928,38.3215,27.1682,64.7442,6.0149,44.3153,maize
121.179,30.8333,80.3946,31.4275,70.6633,6.4106,130.9157,bell_pepper
27.658,45.8916,64.5765,23.9155,51.2562,6.7142,77.0317,grapes
104.6583,39.2201,98.6765,20.1785,56.4451,6.4692,67.9185,cherry
99.8575,51.8645,108.8027,19.1747,71.8318,5.7414,75.9846,potato
61.4252,52.4288,75.8043,12.8595,71.4616,6.229,92.3516,cherry
67.1237,45.9469,57.7182,13.7821,82.4418,5.8388,76.5617,strawberry
71.1822,59.6398,38.5472,23.4157,61.643,5.6316,64.6239,maize
80.8444,32.0848,67.8653,18.8446,61.7552,5.9955,43.9801,cherry
23.9168,135.1324,161.6642,21.835,74.3705,5.6616,145.4887,apple
17.5478,113.3273,136.8643,18.6896,79.5376,5.2453,123.1772,apple
61.8903,49.8911,76.7993,17.8587,70.1164,6.0646,93.3535,strawberry
123.8868,60.2151,86.3663,30.9538,61.9124,5.562,48.951,bell_pepper
89.6662,45.026,59.1861,22.3789,61.026,6.6726,77.845,cherry
30.5403,35.3838,68.7701,18.8431,74.7747,6.5327,69.2978,cherry
92.3263,64.4401,79.2773,21.0373,73.9087,6.1328,45.7173,peach
23.0848,48.6119,93.1375,23.0077,79.5384,5.7774,114.162,strawberry
35.8735,110.4113,149.6348,14.9541,58.7313,5.2366,96.7178,apple
105.5241,58.3368,103.7731,19.9391,67.0762,6.3922,79.5516,tomato
10.3997,46.9213,82.0943,24.8435,43.1686,6.1124,43.7823,grapes
70.644,47.959,100.5347,22.2326,75.2788,5.8826,96.1875,peach
111.2877,31.5071,112.875,23.1066,74.2265,5.6093,125.1427,potato
37.9906,21.4081,107.505,18.2618,60.3285,6.0381,95.4502,strawberry
72.0529,33.4003,73.1421,15.1536,73.9421,6.2905,84.7511,cherry
97.9254,36.796,77.6529,25.3732,63.5175,6.3392,124.6118,cherry
90.0184,71.3867,99.6161,24.6713,82.4517,6.0191,43.3825,tomato
48.0037,42.1709,61.8022,15.1657,84.8665,5.8568,85.4185,strawberry
109.6738,48.0196,102.6998,18.1898,73.8709,5.7113,95.3804,strawberry
69.4094,52.4564,49.0433,22.6934,61.4314,6.4222,123.7967,maize
85.6978,22.1171,66.9056,28.7273,65.5568,5.8919,57.9066,peach
41.2706,42.8987,70.4955,20.0361,76.5625,5.9442,99.0253,grapes
121.1214,73.1866,107.2792,20.7205,71.3007,6.4002,103.1163,tomato
9.7889,123.0134,139.8428,20.9084,83.0605,5.4066,123.2436,apple
5.831,132.2258,142.8941,16.1361,87.6346,6.2205,138.6218,apple
80.7962,46.1583,79.4896,29.6734,64.7062,6.1602,97.7958,tomato
76.5608,63.7874,43.6188,28.1378,66.7614,6.7686,131.7033,maize
110.6673,65.9524,122.4841,25.2214,65.1564,7.8555,145.5947,tomato
122.0525,54.1445,64.0592,18.4351,50.8968,6.3639,81.1637,cherry
103.5834,25.0758,109.5255,21.0299,52.6098,6.1265,108.5294,tomato
59.7292,23.229,101.9794,21.5963,82.0944,5.5011,76.5013,potato
113.9689,60.584,60.1799,26.9188,66.84,5.3064,128.9398,bell_pepper
89.7471,46.9411,66.0343,24.4233,63.5639,6.3064,82.5785,cherry
69.5045,48.0741,95.3738,16.3777,53.8788,5.7595,116.0993,strawberry
87.0185,66.8013,89.1595,31.2421,64.6805,6.1834,139.4441,tomato
42.9304,49.132,61.8704,27.3775,50.3583,5.9949,154.8829,grapes
75.4323,63.4223,47.8985,27.9529,67.2795,6.4154,71.5218,maize
116.8652,36.1322,86.3809,19.9287,58.9688,6.6539,59.1001,peach
52.1826,48.7366,115.3295,20.2904,56.4321,5.9073,91.0651,strawberry
66.5025,67.663,72.6974,18.1475,69.3091,5.2413,131.6219,strawberry
43.9095,63.1927,45.6314,24.05,50.641,5.5429,46.0254,grapes
50.4853,106.007,146.3523,16.2181,76.3038,6.5724,119.1158,apple
83.2221,44.7442,50.0847,18.3485,75.2716,6.7471,146.5214,maize
77.7172,39.8406,71.4258,17.8911,80.6413,7.8195,127.6917,cherry
27.1778,109.8053,169.5445,22.3268,70.8875,5.4036,173.1777,apple
70.1863,31.9503,109.9055,14.8531,69.8681,5.7425,58.4498,strawberry
56.4447,54.4788,66.3949,21.4168,53.3076,6.535,77.1727,peach
61.1513,83.711,96.2104,26.5613,62.6144,6.0475,84.7394,bell_pepper
75.8931,23.5307,87.07,18.7151,86.0732,5.8696,80.3899,strawberry
46.465,49.2709,41.5602,24.3025,84.449,6.887,132.5957,maize
5.6947,134.782,165.8019,12.7905,66.2623,5.6851,148.6904,apple
32.9888,47.0525,46.1699,26.3564,71.0384,6.2592,15.0924,grapes
67.8955,28.5066,52.5243,15.1892,64.1239,6.0625,58.021,strawberry
100.0808,46.2779,102.6252,19.036,58.0924,5.7353,78.7931,potato
108.6095,61.8427,94.5958,19.051,54.4922,6.7192,110.0205,peach
81.4434,34.0025,97.2601,12.1154,82.3774,6.0089,85.8578,strawberry
56.9853,49.2374,104.5939,22.2437,69.8523,5.2208,103.9246,strawberry
126.8834,29.6628,92.4455,23.9894,64.603,5.0251,91.443,potato
136.2202,19.9022,67.9909,23.3214,67.5325,6.2173,88.5798,bell_pepper
90.8864,48.3104,95.5566,17.6269,64.4821,5.9737,62.0466,cherry
82.636,68.4764,75.0143,20.0202,73.8702,7.4779,106.9074,cherry
46.7399,119.8117,140.7197,17.0293,64.4893,5.7171,157.986,apple
73.0434,56.8409,124.1682,19.6928,69.3676,5.3334,77.0542,strawberry
50.9565,35.7773,45.9754,22.7148,76.676,6.578,40.4789,grapes
139.8729,27.3431,74.9466,30.5666,70.3615,6.4142,58.4072,bell_pepper
115.8026,38.1301,100.097,17.2473,71.2303,5.6265,81.2895,potato
61.5046,31.1991,79.3316,14.3094,62.696,6.1019,73.2364,cherry
20.619,121.5085,165.7214,18.7826,56.5009,6.1982,100.2595,apple
40.0352,20.4139,52.2871,17.3038,100.0,6.7579,90.1978,strawberry
59.7342,30.069,43.3098,21.7467,48.9003,6.9136,74.6445,peach
95.038,84.2852,29.8137,21.8234,69.5713,6.5403,172.248,maize
58.3908,62.8774,88.4024,25.445,84.4145,6.0019,65.6639,strawberry
130.4306,60.4122,103.1125,25.7544,57.5469,6.3076,124.1538,tomato
44.1743,59.673,41.8465,26.4151,55.9305,6.6336,69.9534,grapes
130.7747,58.3795,78.8735,21.0174,90.6575,6.384,103.474,bell_pepper
96.6572,53.2969,87.084,27.8471,87.3165,5.4263,130.561,tomato
84.9955,78.5424,61.4709,29.7528,77.7203,6.5667,93.6743,bell_pepper
140.0,57.1857,120.6367,26.2524,77.3968,6.7233,67.6227,tomato
44.2135,46.0616,83.0286,22.6276,51.9409,7.0961,86.2196,peach
93.4585,69.8809,52.1285,25.3546,76.5232,6.2037,109.7485,bell_pepper
71.9522,45.946,46.1065,26.7739,41.2359,6.0762,110.0604,maize
73.3824,28.5777,173.971,16.9677,67.391,5.4068,103.9339,potato
84.0796,36.828,87.421,24.5757,62.0099,5.7604,92.5491,peach
47.8902,46.882,80.9766,21.0055,77.4664,6.1669,81.3483,cherry
84.607,15.5645,48.181,16.8587,87.3151,6.433,73.8554,cherry
78.9042,43.9234,57.2473,26.1879,84.0653,6.4743,90.1746,maize
140.0,41.543,96.9664,15.7942,66.6864,5.3255,140.8517,potato
132.3891,46.2828,74.0278,24.5862,67.0249,6.5612,104.4965,tomato
27.1795,59.1099,64.7581,26.3753,63.675,6.029,91.2315,grapes
11.4934,123.5575,153.0146,18.4221,69.3797,6.6031,188.0256,apple
65.1826,49.5809,100.2182,22.229,61.6692,7.3048,119.9505,peach
9.9132,128.9714,152.8677,22.8454,78.6022,5.5705,91.8614,apple
22.1489,135.4955,164.1708,21.9015,74.4049,5.6697,146.1329,apple
61.9734,72.8805,58.843,12.3997,63.0293,5.6955,87.7543,strawberry
66.9498,33.1467,40.6796,25.1942,49.9488,6.7305,133.1925,maize
83.7608,49.3851,53.9371,25.6842,64.6966,6.8297,192.7166,maize
30.132,122.7681,146.9423,17.4067,69.3678,6.097,123.2053,apple
97.5752,59.4741,69.1186,15.1868,71.8312,6.2195,99.9484,potato
84.159,51.1528,85.7181,25.5337,65.3347,5.9661,115.4558,bell_pepper
55.2686,45.3677,130.5911,13.8017,69.5304,5.7545,91.4931,potato
87.2779,62.4094,55.9326,21.8078,75.839,5.6638,132.1589,bell_pepper
48.5426,41.0631,57.2422,11.4701,79.587,5.8325,90.0951,cherry
71.226,30.745,61.9288,18.4682,53.3146,5.7887,74.157,cherry
106.0878,33.0673,71.7451,15.4345,70.3936,6.7374,97.1309,cherry
106.7454,52.3741,55.1728,30.0851,64.8029,6.3023,75.6339,tomato
107.6375,38.0399,64.9522,18.2767,70.6665,5.818,28.8755,cherry
69.026,57.1579,93.9644,24.9659,70.1352,5.8253,71.4116,peach
9.5526,34.3083,52.6395,21.5534,61.2876,6.1233,98.2993,grapes
112.5557,45.5708,99.446,17.619,72.0928,5.946,91.905,potato
83.5764,44.6086,44.3179,25.6308,82.9571,6.7708,140.6715,maize
90.5555,43.0744,89.0108,29.1538,66.5047,5.5232,85.3029,bell_pepper
77.1354,45.5457,62.0309,20.0987,76.2942,6.6572,90.736,strawberry
98.9022,60.7791,111.5926,28.4006,61.6785,5.8583,43.8027,bell_pepper
138.8862,39.364,42.355,19.2936,66.0243,6.0559,89.2992,maize
65.7363,51.3022,44.0042,15.974,62.0186,6.2047,106.0858,cherry
62.7603,36.7131,89.4959,17.4938,58.3727,5.546,80.607,strawberry
113.9797,15.963,88.5981,20.3551,94.7075,6.9057,92.8967,tomato
91.7495,42.4657,46.5629,17.4432,55.4078,6.0857,98.9962,peach
118.0735,23.4696,70.5723,15.7134,75.8852,6.7251,85.0324,potato
90.3267,44.1356,31.0444,19.5851,66.9174,7.0125,111.0112,maize
26.0695,36.5326,59.3776,24.0164,64.6036,6.6215,102.0086,grapes
116.1214,38.4532,110.7177,22.3664,69.7824,6.8138,125.0742,tomato
100.2027,70.072,138.1609,16.1396,72.9929,5.3465,153.056,potato
91.2773,41.3752,41.9297,22.5634,79.2519,6.5964,127.8809,maize
111.9553,38.2425,80.5613,13.6509,79.9311,6.3123,85.8387,peach
88.5142,50.4075,39.4559,31.1672,76.6118,6.1237,96.5552,maize
56.0069,34.8208,75.2792,19.7605,63.5719,6.1161,93.4344,strawberry
14.8282,32.2027,52.9636,21.5733,56.66,6.5557,117.7082,grapes
5.2369,116.4059,148.0766,19.5862,70.7246,6.3402,64.1291,apple
78.4049,70.0078,82.1769,15.9438,100.0,6.1803,115.4536,strawberry
134.6035,36.9298,93.5839,19.915,55.9666,5.8544,76.1825,potato
70.003,39.9715,55.2332,19.6156,51.1397,6.384,40.8943,cherry
79.6155,64.2195,103.3508,24.4142,65.2626,5.7133,151.6838,potato
